Date,Time,Employee
25/09/2017,11:03,0000792051
25/09/2017,12:33,0000792051
25/09/2017,15:32,0000792051
25/09/2017,15:50,0000792051
25/09/2017,17:21,0000792051
26/09/2017,07:07,0000792051
26/09/2017,11:02,0000792051
26/09/2017,12:33,0000792051
26/09/2017,15:32,0000792051
26/09/2017,15:47,0000792051
26/09/2017,17:20,0000792051
01/09/2017,07:05,0000792053
01/09/2017,11:03,0000792053
01/09/2017,12:34,0000792053
01/09/2017,15:32,0000792053
01/09/2017,15:46,0000792053
01/09/2017,17:20,0000792053
04/09/2017,07:03,0000792053
04/09/2017,11:02,0000792053
04/09/2017,12:35,0000792053
04/09/2017,15:31,0000792053
04/09/2017,15:49,0000792053
04/09/2017,17:20,0000792053
05/09/2017,07:03,0000792053
05/09/2017,11:02,0000792053
05/09/2017,12:34,0000792053
05/09/2017,15:32,0000792053
05/09/2017,15:48,0000792053
05/09/2017,17:19,0000792053
06/09/2017,07:04,0000792053
06/09/2017,11:07,0000792053
06/09/2017,12:31,0000792053
06/09/2017,17:21,0000792053
08/09/2017,07:02,0000792053
08/09/2017,11:02,0000792053
08/09/2017,12:27,0000792053
08/09/2017,15:42,0000792053
08/09/2017,17:23,0000792053
11/09/2017,07:04,0000792053
11/09/2017,11:04,0000792053
11/09/2017,12:25,0000792053
11/09/2017,15:31,0000792053
11/09/2017,15:49,0000792053
11/09/2017,17:21,0000792053
12/09/2017,07:00,0000792053
12/09/2017,11:09,0000792053
12/09/2017,12:28,0000792053
12/09/2017,15:35,0000792053
12/09/2017,15:51,0000792053
12/09/2017,17:21,0000792053
13/09/2017,07:05,0000792053
13/09/2017,11:04,0000792053
13/09/2017,12:42,0000792053
13/09/2017,15:33,0000792053
13/09/2017,15:49,0000792053
13/09/2017,19:18,0000792053
14/09/2017,07:07,0000792053
14/09/2017,11:08,0000792053
14/09/2017,12:34,0000792053
14/09/2017,15:34,0000792053
14/09/2017,15:49,0000792053
14/09/2017,17:07,0000792053
15/09/2017,07:02,0000792053
15/09/2017,11:06,0000792053
15/09/2017,12:31,0000792053
15/09/2017,15:30,0000792053
18/09/2017,07:00,0000792053
18/09/2017,11:03,0000792053
18/09/2017,12:32,0000792053
18/09/2017,15:31,0000792053
18/09/2017,15:47,0000792053
18/09/2017,17:20,0000792053
19/09/2017,07:06,0000792053
19/09/2017,11:03,0000792053
19/09/2017,12:28,0000792053
19/09/2017,15:36,0000792053
19/09/2017,15:51,0000792053
19/09/2017,17:20,0000792053
20/09/2017,06:54,0000792053
20/09/2017,11:01,0000792053
20/09/2017,12:34,0000792053
20/09/2017,15:31,0000792053
20/09/2017,15:51,0000792053
20/09/2017,17:20,0000792053
21/09/2017,07:01,0000792053
21/09/2017,11:06,0000792053
21/09/2017,12:20,0000792053
21/09/2017,15:32,0000792053
21/09/2017,15:50,0000792053
21/09/2017,17:20,0000792053
22/09/2017,06:58,0000792053
22/09/2017,11:14,0000792053
22/09/2017,12:30,0000792053
22/09/2017,15:32,0000792053
22/09/2017,15:47,0000792053
22/09/2017,17:19,0000792053
25/09/2017,07:02,0000792053
25/09/2017,11:04,0000792053
25/09/2017,12:29,0000792053
25/09/2017,15:31,0000792053
25/09/2017,15:50,0000792053
25/09/2017,17:20,0000792053
26/09/2017,07:06,0000792053
26/09/2017,11:05,0000792053
26/09/2017,12:24,0000792053
26/09/2017,15:34,0000792053
26/09/2017,15:48,0000792053
26/09/2017,17:18,0000792053
01/09/2017,14:52,0000792058
01/09/2017,21:57,0000792058
04/09/2017,15:36,0000792058
05/09/2017,05:08,0000792058
05/09/2017,15:50,0000792058
06/09/2017,05:58,0000792058
06/09/2017,15:52,0000792058
07/09/2017,05:16,0000792058
07/09/2017,15:19,0000792058
08/09/2017,04:06,0000792058
11/09/2017,15:49,0000792058
12/09/2017,04:07,0000792058
12/09/2017,15:55,0000792058
13/09/2017,03:31,0000792058
13/09/2017,15:35,0000792058
14/09/2017,03:27,0000792058
14/09/2017,15:49,0000792058
15/09/2017,02:50,0000792058
15/09/2017,15:36,0000792058
15/09/2017,22:15,0000792058
18/09/2017,15:47,0000792058
18/09/2017,23:47,0000792058
19/09/2017,16:07,0000792058
20/09/2017,05:18,0000792058
20/09/2017,15:41,0000792058
20/09/2017,23:52,0000792058
21/09/2017,15:34,0000792058
21/09/2017,23:53,0000792058
22/09/2017,15:39,0000792058
22/09/2017,22:51,0000792058
25/09/2017,21:57,0000792058
26/09/2017,06:36,0000792058
26/09/2017,22:35,0000792058
27/09/2017,06:36,0000792058
01/09/2017,07:05,0000792062
01/09/2017,11:08,0000792062
01/09/2017,12:30,0000792062
01/09/2017,15:34,0000792062
01/09/2017,15:47,0000792062
01/09/2017,18:14,0000792062
04/09/2017,07:01,0000792062
04/09/2017,11:02,0000792062
04/09/2017,12:31,0000792062
04/09/2017,15:33,0000792062
04/09/2017,15:48,0000792062
04/09/2017,17:27,0000792062
05/09/2017,07:01,0000792062
05/09/2017,11:04,0000792062
05/09/2017,12:38,0000792062
05/09/2017,15:34,0000792062
05/09/2017,15:48,0000792062
05/09/2017,17:21,0000792062
06/09/2017,07:03,0000792062
06/09/2017,11:05,0000792062
06/09/2017,12:39,0000792062
06/09/2017,15:39,0000792062
06/09/2017,15:56,0000792062
06/09/2017,17:22,0000792062
08/09/2017,07:02,0000792062
08/09/2017,11:01,0000792062
08/09/2017,12:36,0000792062
08/09/2017,15:43,0000792062
08/09/2017,17:24,0000792062
11/09/2017,07:00,0000792062
11/09/2017,11:02,0000792062
11/09/2017,12:32,0000792062
11/09/2017,15:32,0000792062
11/09/2017,15:46,0000792062
11/09/2017,18:28,0000792062
12/09/2017,07:03,0000792062
12/09/2017,11:14,0000792062
12/09/2017,12:36,0000792062
12/09/2017,15:31,0000792062
12/09/2017,15:48,0000792062
12/09/2017,17:23,0000792062
13/09/2017,07:04,0000792062
13/09/2017,11:02,0000792062
13/09/2017,12:32,0000792062
13/09/2017,15:32,0000792062
13/09/2017,15:47,0000792062
13/09/2017,17:24,0000792062
14/09/2017,07:04,0000792062
14/09/2017,08:46,0000792062
14/09/2017,09:07,0000792062
14/09/2017,11:02,0000792062
14/09/2017,12:34,0000792062
14/09/2017,15:32,0000792062
15/09/2017,07:14,0000792062
15/09/2017,11:03,0000792062
15/09/2017,12:32,0000792062
15/09/2017,15:32,0000792062
15/09/2017,15:47,0000792062
